CREATE_2D
19
-51515 -17925 69464 -55491 20800 5092 -90952 95658 638 95690 -40568 -49301 77685 -22546 61253 1029 -79653 -4853 -53424 
52229 51558 -23316 36884 78957 -46612 -83379 57096 22991 -24499 -49824 -60500 -58050 -14043 -59669 -69228 44818 -95018 -98315 
-8744 88405 19913 -80463 -98657 -48405 58981 -47116 6586 63226 51468 -1280 -34095 16830 -78160 13499 -22685 -57615 -32816 
-58214 -6761 -54622 23338 -14004 33221 78831 -64307 42178 17616 -33299 -68468 57139 97849 -32147 88708 42684 89868 -43335 
-44383 -26724 -8838 -84810 -10419 -35400 -62500 53022 55594 -60623 -46525 96835 7648 -89446 -89415 63658 -62533 -62856 67383 
-60583 -27612 -16538 -5635 12381 -80279 -80558 -56449 -68599 12394 88490 67116 44413 27620 98393 -62337 -83441 94765 74365 
-27535 -7959 -24731 64719 -83511 34438 -99677 31016 -42282 -12698 7876 81335 -53944 70279 -94547 -34870 -8321 -9343 6336 
-86937 -78747 -994 2031 47753 -45533 -78022 23912 -9949 -70741 55855 55079 40226 -88196 91774 -6434 35640 13536 -12532 
-88129 44828 -1579 -43391 76559 77300 44092 46423 -52332 96640 39355 -37891 -58936 39527 -31695 56323 -89524 87824 -30611 
48505 21209 20671 -17685 -12397 -49789 -38650 -12913 -88703 71452 89976 -69639 -49734 61801 -14735 18754 48355 -55126 -54725 
-306 48728 -40213 -89843 -58856 79161 985 -82417 -74057 -17591 62458 -98047 37897 -59036 -68013 22249 9661 50002 17451 
21635 -79335 82362 32913 93801 40298 -43521 -94090 -92437 -15677 75873 67240 27068 -62203 93942 -23735 -91862 -68247 -37622 
-87042 94399 -61613 15641 -24229 49882 -21588 -47923 10320 -80354 36820 -51228 -41495 12158 81966 -2538 -86261 -90386 -18210 
-13087 80758 -5525 45807 -22724 81012 11694 63906 24545 -61032 -48338 67347 -73789 61108 -8470 -10127 63759 88377 97183 
99408 -57926 96606 448 34819 -3814 24687 3670 -2926 58265 70238 14478 63981 55972 -60187 -74531 -80965 43166 -99916 
86065 65215 95892 -18904 9808 68891 18762 -95357 -65090 -71225 78916 81675 12682 38336 -97589 33083 39963 71507 -36564 
-95475 -23426 -60221 89824 74793 52064 81003 -89837 1666 92551 7134 -73307 -98871 -259 -95958 -68704 78861 -69088 46529 
97752 -38327 64625 10804 30350 59801 97069 10467 -22819 39082 -84505 26495 -42939 -45563 -39804 37502 -39242 -11645 31699 
-14525 54458 71487 78979 59149 -57628 32832 3734 40592 -17608 -90048 -11504 -39378 -39421 -54698 16907 2388 50684 90264 
INVERSION_2D
SORT_2D ascending
4491 -58962
-24624 11939
-28829 62421
-82844 -35437
-19812 -80829
85003 44601
60401 -35600
47401 43224
30402 88916
97595 -12992
97370 42482
51423 -15860
16559 -11652
-5092 10505
92709 71269
25272 -56180
-36078 64530
-22750 -75539
78715 59733
92850 -49711
-63557 -2167
42094 98263
73827 -69627
-41415 37417
45295 -11931
7047 10187
-93751 -82500
-80468 31237
99760 -69895
-79680 48077
-10455 42596
-34357 76355
74986 96541
20895 40224
42102 -58407
-16099 3290
-97327 -95397
43981 -31780
3920 -63516
-2726 -4301
65464 43508
90033 -17002
12413 -88230
31961 -82663
-41424 -15714
-47139 -2885
-93324 44170
97792 -96041
-36421 39597
-43242 66895
-23094 39655
77379 72832
52479 -8604
16626 -98823
8764 36004
99804 23425
-54612 83379
-72867 -77360
-93567 45254
-26070 -33943
38848 -87600
69508 48752
10755 39183
73697 -97736
15601 4174
-48208 -19913
24877 -79786
-21929 -39546
23047 -67930
-33526 60385
44618 -53692
-67664 56984
61499 31200
-75797 -71341
-37868 -4164
-43597 14553
81024 -19337
47278 -44876
10963 -69029
-59729 -55168
40107 -38687
6710 -39264
-36823 -32152
-32766 -10548
-12562 -12387
84321 -57788
-24768 -93260
39307 -96817
-54830 34188
83583 -47830
-94242 -83538
-49154 -7529
24632 -58088
20831 65356
29293 -19983
-49350 -1261
-64367 -89174
-79716 22493
76028 -66178
36776 -4223
-96241 67253
-28645 -84837
98137 -12728
-785 -92568
-59946 5494
83074 72974
51154 68898
-12166 -5163
65244 56012
5967 -44443
-97895 -43845
9379 -64336
58471 72264
-40068 26858
35231 -85012
34229 97656
-58494 53800
99184 -15611
7908 -52376
89046 14233
-2014 -91378
1833 41275
39174 22886
22069 39034
3596 15063
78116 49794
-47034 -9695
97042 -95267
89421 -34136
96506 -26405
23187 15390
1367 -39890
-76088 -83853
-83229 53838
81137 64662
64005 -17137
82283 -28703
-69763 -98958
-6921 30137
-98634 17015
33668 -84915
21898 63896
78827 35933
-85378 157
-368 59996
-74145 69585
-78193 83589
61768 1973
94001 7927
-62331 -79638
47070 -89243
85398 -48112
-2770 32171
98803 80664
-79106 -27005
-79550 -46712
-34128 263
52715 28095
58290 -72170
74643 -30575
88359 -78822
-5250 56529
-73665 18684
-87021 -77636
-66268 -64980
35406 57501
15522 -98417
-31763 19951
8065 85650
-16553 48342
75008 -94045
-59927 -9966
81247 76593
33913 95726
25383 41921
44172 -6904
16211 83564
14709 16607
-46599 90324
60302 50908
-91283 42945
-16431 -43098
-29894 -95347
-62254 6851
62251 -86552
-15528 88104
4241 -5217
18458 87151
79982 -56372
-99000 -32838
29875 23695
-3706 36516
-77297 -8263
-38982 75547
46692 -2004
35726 54101
52404 -91579
89746 32504
-49715 61943
-16355 9005
97214 91545
90564 -26931
-89943 -36377
80941 -45142
-4412 -44027
86595 46047
-74209 70227
58979 -97434
43431 44396
-74916 83806
90406 69947
-24797 84036
33812 -10168
-71492 73344
-99342 87030
-93932 43676
-54015 -98047
-91761 59123
-49991 -85204
-92191 -99962
48346 27780
3699 -33860
33993 -26613
-66672 -91919
-7664 -6045
-75707 96994
71135 21431
42190 45187
-50560 88753
1448 978
-76112 -27952
16147 -54607
29979 -13260
42886 -16557
-99887 -93085
-46816 91671
32896 -51317
-8423 -11712
49544 -33989
-79529 34208
-3419 80826
94640 96589
-29577 -59944
22318 -16563
67533 85126
91440 -20600
-98107 31288
-26479 -91924
39023 -53163
51317 2036
33000 71219
22916 10062
-93603 -46576
-25917 85370
-66797 13473
-98178 -72998
67191 87724
-48975 26911
23778 47931
69158 -44707
-22785 -72423
22578 70410
37016 -54558
92117 40555
-68698 -51966
-29208 -38275
-44056 -91332
-82491 -48966
-13451 78618
44436 -16643
59454 -50832
98134 25210
-88854 -69083
20491 -72573
75378 10202
39040 13655
12789 -33886
18528 -80217
-34194 85284
-80087 69715
-38077 45638
46448 -20627
-85715 34910
77529 -52554
-85996 -53076
-94183 37823
-28507 -45266
-29668 87682
-99515 69637
33016 -88849
67469 -82698
18069 -46091
34293 -64654
84029 -72353
25387 -46558
-95528 91379
42004 57837
12039 47442
-7798 95434
-62034 99810
65389 -47139
91226 -23355
94453 -67040
-28672 70295
50040 54564
-13102 24205
-4095 3621
32631 -4099
-3474 54872
-69571 -77420
39322 33245
52135 -83239
94991 90678
-57427 -53350
-59785 -99745
-67505 -14245
-44788 -94114
75144 71128
48956 48464
94725 -78171
22966 -26095
-74204 16627
-36724 -90966
-78776 -10475
-96139 5041
9513 37779
-26917 -43351
35369 -76710
-16540 79752
-45155 51957
-68148 96216
-59854 17367
-83934 68460
34248 89631
-67911 47264
16125 -81316
-6273 -88499
-12064 -28254
-46641 32007
41513 -78630
-65217 87353
70986 84944
83967 16341
42832 97869
53623 -66115
54589 6168
-78147 28281
83412 -76379
-69375 -70796
-29993 -94346
78407 -62474
-89549 930
45996 -6715
16210 77396
-28521 17750
-93736 99880
-4521 23530
99752 75244
-17330 -9777
52620 -95178
-52669 83648
64898 -24571
73691 -81546
92609 -78217
-15627 -99402
87400 26410
-67448 -82719
-66711 4668
-40434 30901
-99506 71077
16046 -6020
177 99919
-4991 -52324
12661 31010
-44269 31652
-68927 22975
-96053 -42753
68098 -42126
67184 32080
82888 17420
-83028 79659
-83609 89409
-52362 85269
243 -39130
-64955 -10999
98940 46804
-82800 -56830
80403 71315
-53034 56601
-58928 -59673
78832 48474
3622 27372
4480 -58203
-43181 82762
42764 91663
-10672 32002
-29174 -8190
-42015 44031
-48419 96936
-65905 24266
61390 36248
18878 56290
55283 14637
-84284 -69121
60280 77315
35579 -92335
-73934 -1716
-30390 -13922
-90119 -47197
47850 44937
32638 78545
-87456 15197
38109 48500
2811 39336
30105 -5500
-49075 -28625
-91618 -26807
-4867 -44665
-40201 47649
-20091 8908
87678 18693
46407 23341
9702 31104
83559 -57262
-88661 87197
-62373 -41278
-76103 -10587
-55492 75429
3705 56429
5324 26126
-95839 -74594
-75438 83653
-24581 -84074
92200 -23738
77921 51173
-34255 -4102
28484 84653
-44969 -33850
-13729 70078
-59988 -49154
68091 -76379
-85832 90016
-93203 65258
55771 -17899
27963 33645
1046 -3898
7363 -77706
-48532 62022
27397 -86324
9965 -16348
-23064 88379
41621 -77382
30944 13428
-23258 -62784
-31670 6790
-24140 -68117
-6870 13305
2603 -93400
74322 69277
28027 38574
-30927 52621
-34020 -96118
29479 58654
-30671 44130
34176 75426
-22787 24505
89395 57268
71303 -96910
-27665 79662
69689 -48741
88066 62408
43012 56736
57257 2356
-4360 23506
-91332 31319
19259 38372
-32294 43969
-7366 54952
8652 -88640
10869 64113
61774 36427
-96885 56871
-57144 -47461
73267 -29268
-57461 27618
32245 -5102
36114 75997
-39956 -64443
54854 11648
-51229 -94581
4372 -75651
-12150 -69247
60401 96625
44864 -15801
46167 -21176
-70814 4888
-82077 -93423
84027 -48981
1955 19151
-83987 -12524
93796 -75396
-9041 -61485
-95888 64486
31918 41529
-1362 -90411
-2418 -44646
67817 -3107
29865 -63194
-55062 28191
-45887 68542
-30405 -61396
-90370 -65571
-78468 -55364
10343 -64941
27559 69881
-86899 17767
-6440 -90643
98730 -55354
-11891 -2570
93597 32041
-42326 92576
90196 -44352
50482 96379
-97890 42975
49720 91030
-15215 29896
87987 -19648
-47687 -63710
14377 -8980
-92726 40192
63714 10356
92438 98569
-71768 63984
-6409 -1154
-86629 62817
17245 -73162
-37083 -87780
-17143 40575
-32679 -60149
31975 -75156
-97442 37426
-35539 -90604
-59510 60799
-72739 33873
24495 -30227
-54516 80852
50239 61982
38431 19656
-82847 -69496
-94945 -56180
33476 15761
37883 -92840
75224 -14238
58277 25060
1213 3142
-41678 -81533
-29483 72048
-54010 75906
41139 -96859
-60544 8635
39267 31449
19797 82955
-52048 97764
26882 35878
-57855 -62036
-15860 11549
70674 74727
-46212 -36317
32513 -45784
-8237 -90494
-43463 -67665
-25413 20798
-72968 -14151
49366 -80485
56733 -44018
-50673 -30327
87962 88430
-85645 91263
97517 -33396
-63791 52979
18479 -1963
-82749 -65371
-24086 -98681
-47645 -2654
12443 78088
87039 97147
49343 -87570
91166 -13631
86410 78556
-3459 69224
13944 -98097
97052 -62882
-63879 -59438
-35193 29062
-18547 43228
-12072 -99164
-46528 -92761
14958 39025
7423 -83913
-47255 -62408
-20754 -52555
-73445 54077
-12939 -89955
86540 87241
-58344 79653
-37975 -93677
51263 -22436
-4337 60529
39639 -50923
31841 49027
-99273 -63613
-98282 -74376
-25315 97900
-60482 -86448
35629 91844
10103 -85510
-66481 50332
-95867 -8238
-53652 -24536
-79666 -38155
-44567 30673
-88283 17213
93529 -50041
-9107 -17754
-43196 -76639
-48300 -98669
22109 27354
41148 36654
-17713 73420
763 32871
4367 15806
-82424 -22299
-587 21255
95639 45266
-52937 89106
-64190 93780
-93938 -31782
75721 69836
93407 -77972
39549 -51105
-42058 4102
45417 11285
-17852 45706
68294 91836
-39217 95062
-84041 -29638
-82846 -86202
-7880 -53937
78834 74483
-85694 20978
16079 48005
-49759 85038
63294 -57495
13135 30411
-80923 68142
-77153 47328
-83800 -6789
98419 22796
11096 51047
29459 81179
-30855 35073
48772 92903
-64682 -13822
64690 66414
52071 70734
-26998 -7516
25677 -81703
26761 11995
16232 25842
58069 22790
91089 32732
-92131 68363
80833 59443
91298 -16794
-91815 -43735
-60585 -89909
-67975 -37677
30029 -97277
-42654 24572
-99160 -10997
12469 -43149
82246 -52308
55294 -49315
-88639 56378
-34307 -59789
8100 -30981
58610 -18899
-11258 -31720
-32425 -76262
-12059 -472
83261 -49865
-44797 -62241
-42644 91258
11267 -59009
81920 -17848
-26450 64128
17029 -88206
-76220 -30150
-84717 84240
-71618 -55993
86747 51095
596 -41641
72015 78647
-93025 72699
14516 53226
51976 22425
7788 -20349
52920 56001
-46371 97868
-24495 85446
64748 -89859
42971 28326
12751 18805
189 -58935
90085 -1596
14011 -21679
-36724 -42432
-59495 21045
-3677 32183
66137 46201
-59714 60719
-73660 37082
94315 74575
-255 -65694
25381 -63795
-46374 -22098
-97123 -9487
-89318 -32459
-40196 -93492
-95331 4423
62008 -19974
-28220 -47179
1332 52621
17347 -94722
3033 -4858
9207 1513
41234 50799
37937 89897
56425 83498
33313 -64167
-5539 -97852
-63459 -27543
55285 42138
-32443 53614
96138 43943
-77449 34082
79376 38677
30936 -20119
58293 30825
68632 -50425
677 68106
-54004 38828
28799 25996
92215 7270
-40730 -43533
78882 -84542
39882 87073
-93020 92808
-90393 86769
-4252 -69319
-37580 -84978
73906 67893
28328 50434
13343 -8009
-93627 -6827
-88393 -71269
-56092 18118
-34997 -95255
-16307 14140
-20141 572
-55322 89376
-28656 -81901
15139 36242
83498 -19946
23132 -54648
17599 -29536
-69382 5823
-86487 -54808
-30295 77188
81830 -34136
-43229 -95136
50399 -44700
-28177 -71812
39933 56371
-28487 40533
-70423 61880
27201 -19049
74426 -17591
-86091 78984
-22715 -56275
-61570 10630
-12397 42230
-35296 48038
-811 -24200
85118 -40401
88196 -59591
59842 -20037
-64353 -93997
79677 40640
29672 -47224
-66136 46655
50980 -65726
-46386 90856
45770 -89624
-80343 98979
83165 -64384
-18709 91597
74330 -97690
69910 -32611
50768 -86909
15225 73632
24304 31459
-6040 -79737
57103 34103
36285 61574
-79019 -51878
-15503 4706
-49249 -23742
-36510 39926
82374 32590
-94077 11037
-40928 13895
-15404 61470
-68427 10005
85106 -50707
-91538 19234
-79078 -46776
34699 -83077
54104 -55240
34687 -26301
-90519 -39260
-7443 56375
-64221 80775
-70495 44642
-65100 29471
-95548 -74384
-63483 78955
19799 69414
-55137 79342
-57196 -60823
-79364 -61245
92082 -88221
85824 25158
-43528 9482
-49124 70953
12922 42600
61145 98513
-78259 59773
20429 -99125
38319 -72711
-70160 76261
-1048 -2191
6109 80876
-79086 -3934
95303 -76356
22038 -97782
47446 14747
62828 -96040
-20032 -70322
6733 -63743
98129 -53273
-3909 -54283
-42221 -97996
37123 1214
-41828 -91338
42822 17027
-80645 -82372
-83521 -37506
5956 -5580
-33225 97914
-20793 -6565
8246 59412
-64342 -6225
-50489 44805
79324 -4508
72177 -75279
-80936 -48090
-10334 -64520
62067 89484
72977 17837
-15448 -95233
58841 -23139
28117 -650
95851 -58427
68973 42459
-46835 -6783
-6026 -15129
71222 -10934
68976 79151
-38207 -26156
-35919 -69988
26137 39991
2632 43676
8475 -10234
17341 21027
-41297 -85286
40675 15518
-8559 -23545
-57515 -13901
-18782 76300
-27358 97084
-36113 -13906
-42380 45848
56159 4178
60243 -17907
36456 -80435
52738 -48492
-30345 3434
-3508 -50109
-19535 77231
18132 36475
-66337 26339
-57821 88817
-867 -1989
-18440 22915
96075 -99040
44223 -96236
77684 66423
61526 -42322
-56473 -1917
-37139 89501
85081 29258
-18531 35521
8845 85114
-13566 -81920
86824 -53433
14595 3523
-32986 98710
96924 35488
-44058 -35722
-88055 16923
9056 -59049
-54806 -74601
497 49820
-87156 -52041
-47715 26661
-15333 82684
75381 804
-45807 -25038
23045 14671
1988 -45672
22305 -64725
61256 80656
-87726 66482
-31974 90282
-4214 -95542
28093 51553
77353 17741
43361 41701
-68247 90296
94067 -40159
-42335 8215
-7669 -71712
-97506 -12776
39800 -47847
86030 54099
47083 84450
-8173 37210
-98594 -9458
91024 1128
7449 -88479
-70925 -79780
-53759 -91812
15004 50191
21890 11724
-80478 83874
61712 35031
-86411 26977
79120 71925
3007 61837
-38616 32268
-48205 -86506
33276 91085
73999 51956
-14051 -71939
-55567 54745
-66919 34095
-33351 67708
15935 -52279
-50071 -35500
-72659 66785
62861 -44477
-29781 -38852
70609 24707
-38754 -29217
-47996 75416
28016 49106
-83739 -3785
-56654 45702
8595 -8263
-13978 -14583
-59309 -16428
21403 -26284
-39892 -16703
53482 -61920
-317 19036
78860 -94813
45929 59598
-35627 -48369
15534 -51956
2131 -91102
-14095 -95809
4762 21634
-69456 -81916
3992 -46193
-41481 63085
27940 -19340
39667 -52849
-46090 96630
5107 -8920
53105 -93512
59856 -90563
-71553 -65098
13268 20021
-37394 -77416
-20560 -34519
35728 71591
96100 -63447
-15906 -41201
83553 -29026
-88434 11203
19791 85855
-6929 -78565
-23373 -61796
-55681 -12159
-80622 38057
-37752 64135
23892 91048
7070 -23466
-89060 -63095
-17712 1231
-15197 6
69412 -70174
-65525 72633
-50637 -57384
87373 26909
6811 -56202
38359 34219
41675 40431
95303 59548
86304 -83955
-71661 2467
46149 79038
69030 -69101
-99746 -83732
23423 84014
-21229 19035
-91801 96767
-3283 -80941
14094 -85963
-29122 56396
35333 86232
51425 -60347
-57681 -92065
71587 57374
20331 -65297
57179 -44297
32656 -44515
74410 -42113
81928 17306
-93859 -2338
73070 32209
56969 -81075
52123 -61582
5648 -63225
-20969 84636
13631 -94898
48914 -83781
502 -64149
76232 -52978
25007 58947
-14910 -66289
-25797 -89891
68462 46291
-92084 -94482
33290 79293
62784 -22928
13251 -26043
66591 4582
21345 -11305
-2707 -69397
62861 44348
-74537 61508
-43644 -82232
-46348 -68029
-14157 -51571
-16316 38112
-79232 -65958
37877 -59974
36930 45876
-15245 16757
90268 -2738
30191 -6642
-19518 13012
29244 16487
7912 -96790
44924 39798
-42083 -65707
-16326 -32225
-32367 -2501
-69634 -86163
93357 -29636
-63350 -41499
23934 65161
98201 -53870
70658 -39923
66875 -30297
-34717 53711
19340 -18750
-90619 -87114
66266 11983
3597 6667
-23254 85064
17344 -98510
-44395 48268
-89558 53452
4077 4214
28281 19638
-66989 5027
-14984 52048
39644 -23892
42776 -32252
-39322 -44633
-48408 -43330
63325 55639
83083 -15884
41363 -31116
66541 -83528
-9363 44605
26882 61072
-89452 -51035
12802 -27441
-34441 26745
-62306 106
-51874 78725
-52067 -22214
-13754 -84754
13423 -69265
-63391 5141
63690 98610
62266 -61753
20984 22554
-55351 96799
83096 -52944
-9633 29882
58689 98590
-91699 -3597
6911 15981
-75615 16258
-818 38358
-29496 -6631
-67622 -50636
-42193 13174
-26873 89328
-47206 33803
-82617 83988
11830 15026
-24579 -62610
17039 -405
38568 -67710
97375 -93040
26119 -63000
70499 -60590
-40378 -19137
-97847 -8516
-11985 -43883
42694 -42496
34678 -83320
-32268 -89694
1737 -61993
-48242 -80582
-53217 92577
45359 -80330
-8681 -52370
68406 -82899
95695 46633
70989 -58951
-99624 25
-69820 -74530
-83686 -53391
65041 85050
-80909 70202
-85671 -81326
19478 42365
-56936 -86262
87304 37693
62642 68268
44702 47846
-68543 82288
-45681 -72438
-26816 -99021
77772 43135
-44603 -97322
-59468 21906
66603 11037
-90251 61467
-27294 -67071
16088 88130
17976 10650
89202 -22956
91319 -72443
-12510 -40685
95466 50109
-16153 7919
79946 -93070
34960 45621
-24534 5315
38005 67088
-28282 85105
-7562 -45336
-60400 47056
-42836 -28431
-58143 -80970
19416 59061
10562 -87578
48235 26043
-63062 59130
-64481 -79802
-41184 12527
45918 81434
-97784 2014
89478 70476
2336 33196
45918 -15919
73181 13401
-86305 -33512
21394 47277
-46281 15804
84705 -57809
-62060 43473
1434 -55349
7268 14909
64971 -20027
-51620 -24568
-43423 -62765
-52168 29415
-78928 -97094
-92197 35153
-99160 45580
-40242 -35636
74667 99236
78551 21781
-27493 -2910
-52537 22368
33090 65849
-11494 -77974
76573 6631
-39787 39082
-5843 -36978
3799 38789
-58178 -74850
-47144 -86673
-86214 -56471
31374 -34590
-32974 -85281
-4463 48643
39884 6925
24477 29734
-36455 46077
-51287 96688
-65403 12823
20042 -21673
56465 52642
32573 -96712
17127 -83112
-3768 -67946
-41943 8400
-49628 -69772
-85719 -99457
8910 10591
-29383 -72559
-52410 -11600
11407 -33606
-15242 -41564
96052 93106
35709 -80702
32972 25781
94662 -53601
15153 13983
-94669 -66490
56355 -62393
59985 -98019
70149 -63056
10083 24985
-23312 -62034
30180 -54674
49174 15038
44585 65807
-71865 64183
-34386 -57612
86218 -29192
-32548 -24598
24210 -23335
-3558 -62190
98609 -25398
13492 -40642
-9217 -16450
-79899 47802
91834 4747
29738 71949
-6681 79531
12965 -53071
-75813 88375
-14522 -7182
59399 46531
-25691 -80151
-33717 38628
1579 -82148
6903 88105
-75763 30218
11674 5611
-50836 -79528
-2729 11933
34326 -41252
74287 -84398
-44424 -27135
73081 -3622
-87341 -41018
69282 99731
-12626 -21756
86257 -6322
-57524 -91170
43776 88768
72519 -54423
72968 -74045
-64641 24751
-72088 -96414
-78173 64610
-30747 67399
-60209 -30726
28805 -89515
-21056 -90472
-90643 70218
-24565 -4277
61757 -39584
87403 -82128
-63918 38498
-3485 -95285
94811 37643
-69191 -22693
-73489 -27501
-29242 13031
-47470 -42183
-35832 -32980
79515 -59635
-72618 -91953
-95571 25581
-76010 -72329
72039 59310
-34197 72302
-71729 73924
-87253 -17103
-48037 -21008
-61427 -15301
-99161 75928
-36226 -48164
97478 26236
-91020 48029
-91846 67489
-40014 -40651
-9916 22710
39904 12703
-27771 -51342
-12748 -25282
-84013 -9042
-63803 62238
-32874 -35059
45024 85161
-62582 62743
28123 -10623
87200 -52300
-582 -65401
28164 58962
-33463 -33948
45777 -13940
71872 89053
91467 -80509
25321 55224
32004 41337
32898 -59515
-85717 43289
-47629 13758
81479 -29413
64609 14271
28016 -79734
-11676 6829
83248 45797
-48615 -23688
-89568 32961
-23287 53913
23445 -87015
89100 -14839
98368 -32389
35932 73183
-54559 -25104
-23836 29531
36117 71296
-55476 26157
-96962 -97784
-54924 -17117
94335 -74433
-30693 -20560
-22578 3139
-270 -31131
-65594 46473
-88804 -58076
17856 20003
52220 8885
-9782 94811
-119 -44183
-67537 -69612
-95800 -39279
9671 -72893
-87026 -62569
28212 -28122
-75701 77371
13644 -98417
42564 82250
41045 72676
84610 89833
49842 -80526
-4020 -62200
-39752 59353
-23664 76607
-67264 -95375
-31179 10348
78314 -78206
93497 54311
-95969 -85999
-2940 58230
3743 -37741
40597 -20905
82112 -44759
-96764 1550
-58392 78055
-40523 -92096
-41480 22364
-13099 -66878
60974 -67936
-55668 -52328
