CREATE_2D
19
-45994 83141 -47519 99654 -81413 895 54132 24509 16754 34409 -42855 -8883 -85471 -88351 52553 -46073 44029 72286 -57234 
98975 -99812 78886 96952 -37741 92154 -88067 -27333 -65185 -81553 -65797 -7020 -37542 92888 -16667 -72249 47671 -78024 99392 
-82705 98244 -25597 -73025 43162 -63089 -72796 -36305 68982 -23145 -71356 982 13952 -97311 3889 -99823 -2601 -86305 44903 
-18372 76495 -43359 38661 -2789 -76028 -47991 -90605 49785 98506 64064 -67246 -3879 -58608 -6154 59198 -61155 -52386 -35006 
96280 -14795 10672 9555 61462 -7065 -44345 -67854 93627 -34936 -1420 -88038 13997 87855 -72605 -22153 75032 -85003 -11790 
15469 -73207 -21040 -77320 -48461 -21172 12643 87111 55260 75623 -32973 -57360 55677 80390 32109 -84587 6307 -69237 68514 
-44469 55343 -7390 34160 14520 -51216 -81016 -30301 9364 89712 -86557 18221 -58802 60195 75233 -70325 -76906 15226 -53480 
-70040 98986 -94001 8275 15530 21512 6098 88499 -82844 81662 62244 -82824 -75132 70178 -49316 13650 -34510 -74521 39988 
78731 10775 3414 -66128 24149 17897 54554 16652 23189 -91473 -31854 48795 -85486 -19192 -14536 36744 95557 -9757 37416 
61896 -54804 53637 -11984 38760 96805 5195 -1794 51360 -83795 96726 54128 40221 -39778 45276 18455 2752 12780 -26057 
-68521 -72161 93652 -23395 52361 -20950 68872 63570 -9317 -88101 842 -64054 -66295 15293 -75537 98791 15940 95425 81005 
2911 -84527 73295 -43706 -80414 -27991 -47889 35651 -65400 15281 -93429 78959 -53013 18692 -20921 -73894 75077 30305 12251 
41558 -25137 41548 -89237 43633 60309 10549 -97730 -23473 -19086 17812 63367 51542 -50890 70588 -53979 -16143 -31114 -38887 
-93353 53751 -51788 41437 23443 -75499 94292 -88455 29642 19125 -2413 -48323 50001 -70365 -40783 -99980 63614 711 -33949 
-19611 -55132 40469 -24356 -87924 -94078 45435 85973 39623 -32806 5934 8801 -49409 68661 -90248 70399 -85627 17555 32567 
-66594 65663 23783 -55904 64285 -81406 40918 -1918 31922 2315 3633 99428 57316 12474 63684 38763 -53498 38522 44175 
23020 -7175 -18085 94357 61418 25214 62341 -32284 -68221 24599 37149 18923 55183 -98303 71924 -89724 -25444 6149 -21654 
78235 25260 -39077 9022 17575 62882 6343 34866 -12301 -52288 -91451 14725 -2546 -57223 78479 92930 71522 60290 29146 
-92644 32981 -38045 18835 28682 -93496 18219 -77290 -99162 7193 -26073 53917 -61308 -11837 -54753 85387 -53419 -62396 -31611 
DISPLAY_2D
INVERSION_2D
SORT_2D ascending
43893 -93723
-81118 -20587
-32442 10061
-37043 74187
-43913 -17448
92505 54085
-34190 65693
61023 -4943
-89962 39757
28106 -99250
-79840 -52809
-59966 1732
33105 27417
81236 -32275
83698 -30536
45326 80991
2172 -15224
-97570 -37756
-92365 21298
87300 32423
-38750 85166
-74797 -18952
-74236 73425
-81614 -42343
5299 77608
-5066 57420
-39864 28488
5443 -88687
9498 -292
45379 46730
84784 -80702
-30583 80681
48358 55712
18653 91989
-64441 61772
59675 -73015
-98215 -4651
-39337 78042
90676 52963
36102 19544
41986 94544
-82261 -95112
-50595 61047
26859 97549
60769 -1256
-32032 70493
-15441 30754
45137 4374
27470 65771
98654 38353
-95306 -32199
59279 30927
-24469 -38567
88911 -57848
42379 -48925
73304 -4760
-32578 86473
99639 96783
-36127 -56486
-39202 -43319
77055 33248
-43140 -88630
-81175 -7844
-73121 34584
-38604 -79145
5171 47405
43285 -51217
-87945 17416
-8657 33565
4489 60517
53234 -65164
86500 57471
35106 67516
97588 98870
44984 -77376
-30139 -30239
-80499 22054
-99537 19730
59682 31818
-20434 -96731
81691 -47276
-74792 97245
71075 21620
37892 12751
50435 -24231
-21922 61504
-65590 58769
-99045 -81425
-25050 -83796
-40194 84792
-40110 -6475
-53862 39937
8240 12628
35264 59910
85509 33095
57646 35916
99942 83028
23961 -7250
-60398 -40479
99898 73409
73852 9499
27267 -50450
-86987 -64455
-74148 -74196
-50705 -74438
9958 95295
6131 -37864
-93442 59690
62780 41698
59286 -72492
32764 -92181
-4906 -58722
82821 -94934
-84994 97822
-73413 65673
-6047 -23719
35698 -12329
16293 -23148
-64668 93529
-15502 24109
-72814 -60492
20951 58590
68760 -3384
17283 75042
-23099 -73415
-54760 -35048
-58497 -29858
54172 90245
-64004 -28687
73674 -8666
-64810 69489
-68869 -59656
16924 -28290
-20649 -97602
92922 27222
-51378 -48476
-33536 23219
-84161 -49520
88999 42143
-17144 -47440
73348 -70646
71127 45411
75733 81387
38003 -99369
-5793 -49805
-22701 52825
-34225 7640
50768 -75795
1528 -63672
-49295 -90353
-33131 -5746
-81518 -27072
-11849 70084
60866 -52841
-2341 10860
-52830 -69231
88983 75358
14483 -82921
-55909 -57170
-83567 81025
84175 -87260
-53095 61098
67299 3474
-46267 -97390
50673 -62584
66340 58005
-39438 -49528
-91395 -85634
97245 34368
-13262 -89507
-9859 -5340
40536 -3193
54680 93339
-50029 28408
-61808 88352
88476 -9375
-36073 -57987
86672 68667
-49139 38890
-8538 19860
-98415 39338
35540 -91827
49881 43357
-2957 44338
19761 94049
82340 81186
37300 64949
64497 1735
27443 -18686
15913 8544
86412 -22565
3071 7870
59858 13793
74455 90545
-22081 -4655
-47896 89910
-38609 -17313
70351 59935
52281 -72905
5896 40167
16275 68795
-32236 41473
-86506 -97256
-99539 -54184
42152 29189
8939 72827
72595 14394
5644 13333
-34727 93476
26469 61385
88326 42293
-61416 86560
-40423 -48824
88471 35478
-59672 40907
-61748 -63029
-87559 -39603
-9017 10741
41268 97911
-72326 -33437
-12759 -21966
-10815 24002
-40028 72230
69079 -13333
91857 24952
-17385 -92060
7387 -58092
88585 -39645
97157 10976
64021 51546
65537 -34336
13318 89554
-9493 -74164
-64892 -47567
21581 -21932
26552 -27912
52164 -75659
-52039 7965
39592 19456
51117 86858
34474 -17031
3826 -63664
24896 -13865
-88126 1737
58357 -73226
-21467 -99954
-87124 -61750
2973 88282
51869 23657
27071 -16108
-97794 65347
-73113 46113
-74455 -91703
79463 51984
74131 18199
34896 43810
-40373 -6577
-11957 34145
-79083 -82876
49312 -83015
4865 -51723
-29122 98683
-17784 11906
-12901 -22457
-30791 20294
11740 98012
13051 77498
-15333 -53496
-79246 80074
54365 -44744
95836 -58936
-39049 -9304
-54694 74884
35760 50359
-16468 12091
28308 70611
-56953 30322
66158 -55948
-67900 -25844
-84484 -46752
4838 91040
-18472 99003
-54602 -45173
85631 27219
24941 54107
60514 -50009
74581 14833
80377 26026
90571 14880
-27612 42330
-33085 71988
1520 -45853
-95452 79833
21173 86830
DISPLAY_2D
CLOSEST_2D
4315
-58114 -8952
-12748 91636
494 67651
-94239 -56505
10521 -98637
-34347 -58652
68546 -17358
-59360 -91331
-55597 1847
-33834 -74742
-76471 -5581
16185 50520
73959 21064
-22740 78204
-87132 3139
-68056 49155
-71466 -20123
80004 -19576
20918 -97104
66502 24572
-68965 -25033
-2109 -56785
-45437 -42473
26551 -64988
58654 75657
-28130 -7589
-51882 -52670
64578 96584
-34580 73509
-84788 -22927
95200 26862
15393 79805
-57949 -35659
-23144 -66775
83154 -47730
-95976 -26664
-79731 -30885
35367 86711
39990 -16866
-98481 -13276
37853 38101
83461 -63935
48840 40327
92671 -58805
-83728 -83985
82316 40438
-28158 86537
-45958 -45100
-81609 90559
56065 -92381
-34569 -2698
59306 -90454
52800 -44311
30339 -2377
38696 17910
79994 77336
-9936 18710
20445 -54685
20756 46821
36355 70515
96737 -26519
-45723 680
1647 58051
-99823 -87186
12778 99801
-28337 -23770
-86607 -36785
-79690 86616
28701 80749
56903 56225
4550 57779
58411 -19310
28687 23842
-44132 1234
-85335 -81833
-69181 21623
23446 -17330
-43441 -54751
52993 -76766
71441 -22276
594 -53588
-90577 37715
-1252 581
17973 18584
-36325 79015
84733 55890
-58395 -67399
-5921 -46382
-60760 38036
-41408 -22546
99624 1593
98246 86213
-10627 -68815
90890 35021
-49973 99405
55090 -83108
2139 28931
89601 -95910
34411 50121
-42763 97348
87095 -74991
-48615 60412
65567 -61288
-3397 67653
44790 99284
-71327 36807
6757 82420
-28299 32282
37432 -99854
62970 -85253
32343 3491
-38897 13808
-92779 -96703
-80696 -1520
19263 69121
-65336 67755
-67487 72850
35681 29348
94254 79471
6147 -75937
-32171 6918
-4794 43209
53366 -27456
-44257 -98129
-90026 21404
-75466 -13095
90620 52138
-97190 -19621
-94162 -68832
-84604 75697
-51989 -13628
96901 -76593
76390 -96425
97089 -36805
-39035 -8584
6204 -96789
-25335 -16896
85680 -69402
55215 20438
70487 -19567
60415 75260
-83477 -26698
-33949 8577
39852 2393
81004 -84971
35182 6371
188 -40860
47672 74383
16350 -17866
-74813 50218
90023 68958
29695 -6408
-51571 38302
5378 -44568
-88982 -54613
-99983 5131
-72788 67462
81995 -95458
71419 -41541
-16044 6779
87671 -48797
69890 -32808
-95010 66440
-39162 -96602
-54938 -41633
-15377 -23318
60712 -92359
46226 34053
99025 -57907
36444 19598
-87215 -5155
-30420 83753
34730 -46181
99377 -79696
-33260 40784
78665 -6567
-76098 -60393
22374 29782
-66249 42535
-68050 -434
-45544 23588
-96356 55207
25642 -57424
13033 65044
11508 -29163
-35426 -77595
92617 52389
-26289 97322
-1623 39418
-93245 78386
43325 91774
2303 -35146
-38673 -24267
-22664 -15712
-59140 -26770
68032 -77180
86844 -79599
68847 97711
-56602 -58168
65488 82136
64782 10872
21431 25752
-70022 -98324
-96500 -69073
94117 -12296
-18916 67630
-49114 -20521
-64708 -14200
-84351 82793
-34283 -17881
96567 -56866
-80610 49228
-83131 8735
-34712 -58319
75887 -63371
86148 -12113
-42076 -70491
-80117 98369
-7719 3111
-29090 97179
88662 28296
96508 -37788
31677 -94512
74835 27584
-62345 -84037
-80631 -44603
-45727 -78669
-2466 -43534
-69522 -6289
-67463 9752
-86615 -30222
46965 -22320
-74244 -41570
-43541 -33764
-13474 75070
52277 -52667
84139 5861
482 26314
79244 -24234
-33915 51629
55748 44028
-49917 -15205
-34682 -41377
20197 13365
-40463 62424
-63616 11539
7828 68879
33612 45353
-6156 35319
-91044 -75697
83012 44027
-77001 2540
68700 -58194
-34230 27033
-41508 52042
87873 5648
66604 -4575
-31831 -90976
30172 -74417
56244 -72934
29072 -186
62706 40844
48966 6170
19935 -32230
-81092 -39328
-3933 -14116
6149 64442
44289 -12154
-76799 -5268
57118 8772
-7656 -41795
24112 -69900
-48936 21621
-72088 -92269
-62477 -38634
23493 -27471
-62231 69315
31228 -63111
-93715 5242
75625 42777
-83402 -92662
16990 35789
-67441 -15961
-12270 3946
-7227 -49729
26170 83862
-92998 -24886
-98532 -54942
36864 -96846
19000 30915
39162 -81883
-53045 -51183
45035 -33286
-44388 -26716
5172 2263
23280 97586
-12722 -61878
-33011 13128
-65799 7900
34066 -86603
71238 21384
86453 -50770
52327 -46984
79689 40460
-81527 -40245
23560 67638
23593 31640
54133 -60267
-23086 2184
444 -68061
99379 88605
-55401 73509
-23695 -76770
37783 -13090
-81191 -3892
70329 -65600
42727 3742
6050 -56733
43592 -42779
-65474 9778
64973 6067
34699 -65128
34449 10008
-27748 -70335
-41543 40279
19712 17965
43391 85016
-42324 -6567
73639 9680
-33015 -68494
45524 -27310
-25262 -99750
-35800 -83028
-23408 -94522
61969 -55527
44272 14626
82222 -96640
-38336 30832
-42679 -602
56093 77961
61350 13132
-18270 -1699
4617 -59359
65706 22841
2793 -89666
65638 -93543
82313 -51282
74842 953
54117 -97928
-39268 58682
-76995 -64590
1255 42569
92177 -6561
37151 98932
-65462 51153
-60549 58869
62334 15928
-31428 -63
-29553 47468
12041 -20071
-48775 59388
25889 70944
53560 78121
44453 3248
